CA-2014-115812,2014-06-09,2014-06-14,STANDARD CLASS,BH-11710,Brosina Hoffman,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90032,WEST,FUR-TA-10001539,FURNITURE,TABLES,Chromcraft Rectangular Conference Tables,1706.18,9,0.2000,85.31
CA-2014-115812,2014-06-09,2014-06-14,STANDARD CLASS,BH-11710,Brosina Hoffman,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90032,WEST,TEC-PH-10002033,TECHNOLOGY,PHONES,Konftel 250 Conference phone - Charcoal black,911.42,4,0.2000,68.36
CA-2017-114412,2017-04-15,2017-04-20,STANDARD CLASS,AA-10480,Andrew Allen,CONSUMER,UNITED STATES,CONCORD,NORTH CAROLINA,28027,SOUTH,OFF-PA-10002365,OFFICE SUPPLIES,PAPER,Xerox 1967,15.55,3,0.2000,5.44
CA-2016-161389,2016-12-05,2016-12-10,STANDARD CLASS,IM-15070,Irene Maddox,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98103,WEST,OFF-BI-10003656,OFFICE SUPPLIES,BINDERS,Fellowes PB200 Plastic Comb Binding Machine,407.98,3,0.2000,132.59
US-2015-118983,2015-11-22,2015-11-26,STANDARD CLASS,HP-14815,Harold Pawlan,HOME OFFICE,UNITED STATES,FORT WORTH,TEXAS,76106,CENTRAL,OFF-AP-10002311,OFFICE SUPPLIES,APPLIANCES,"Holmes Replacement Filter for HEPA Air Cleaner, Ve",68.81,5,0.8000,-123.86
US-2015-118983,2015-11-22,2015-11-26,STANDARD CLASS,HP-14815,Harold Pawlan,HOME OFFICE,UNITED STATES,FORT WORTH,TEXAS,76106,CENTRAL,OFF-BI-10000756,OFFICE SUPPLIES,BINDERS,Storex DuraTech Recycled Plastic Frosted Binders,2.54,3,0.8000,-3.82
CA-2014-105893,2014-11-11,2014-11-18,STANDARD CLASS,PK-19075,Pete Kriz,CONSUMER,UNITED STATES,MADISON,WISCONSIN,53711,CENTRAL,OFF-ST-10004186,OFFICE SUPPLIES,STORAGE,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""",665.88,6,0.0000,13.32
CA-2014-167164,2014-05-13,2014-05-15,SECOND CLASS,AG-10270,Alejandro Grove,CONSUMER,UNITED STATES,WEST JORDAN,UTAH,84084,WEST,OFF-ST-10000107,OFFICE SUPPLIES,STORAGE,Fellowes Super Stor/Drawer,55.50,2,0.0000,9.99
CA-2014-143336,2014-08-27,2014-09-01,SECOND CLASS,ZD-21925,Zuschuss Donatelli,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94109,WEST,OFF-AR-10003056,OFFICE SUPPLIES,ART,Newell 341,8.56,2,0.0000,2.48
CA-2014-143336,2014-08-27,2014-09-01,SECOND CLASS,ZD-21925,Zuschuss Donatelli,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94109,WEST,TEC-PH-10001949,TECHNOLOGY,PHONES,Cisco SPA 501G IP Phone,213.48,3,0.2000,16.01
CA-2014-143336,2014-08-27,2014-09-01,SECOND CLASS,ZD-21925,Zuschuss Donatelli,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94109,WEST,OFF-BI-10002215,OFFICE SUPPLIES,BINDERS,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2000,7.38
CA-2016-137330,2016-12-09,2016-12-13,STANDARD CLASS,KB-16585,Ken Black,CORPORATE,UNITED STATES,FREMONT,NEBRASKA,68025,CENTRAL,OFF-AR-10000246,OFFICE SUPPLIES,ART,Newell 318,19.46,7,0.0000,5.06
CA-2016-137330,2016-12-09,2016-12-13,STANDARD CLASS,KB-16585,Ken Black,CORPORATE,UNITED STATES,FREMONT,NEBRASKA,68025,CENTRAL,OFF-AP-10001492,OFFICE SUPPLIES,APPLIANCES,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0000,15.69
US-2017-156909,2017-07-16,2017-07-18,SECOND CLASS,SF-20065,Sandra Flanagan,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140,EAST,FUR-CH-10002774,FURNITURE,CHAIRS,"Global Deluxe Stacking Chair, Gray",71.37,2,0.3000,-1.02
CA-2015-106320,2015-09-25,2015-09-30,STANDARD CLASS,EB-13870,Emily Burns,CONSUMER,UNITED STATES,OREM,UTAH,84057,WEST,FUR-TA-10000577,FURNITURE,TABLES,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0000,240.26
CA-2016-121755,2016-01-16,2016-01-20,SECOND CLASS,EH-13945,Eric Hoffmann,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049,WEST,OFF-BI-10001634,OFFICE SUPPLIES,BINDERS,Wilson Jones Active Use Binders,11.65,2,0.2000,4.22
CA-2016-121755,2016-01-16,2016-01-20,SECOND CLASS,EH-13945,Eric Hoffmann,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049,WEST,TEC-AC-10003027,TECHNOLOGY,ACCESSORIES,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0.0000,11.77
US-2015-150630,2015-09-17,2015-09-21,STANDARD CLASS,TB-21520,Tracy Blumstein,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140,EAST,FUR-BO-10004834,FURNITURE,BOOKCASES,"Riverside Palais Royal Lawyers Bookcase, Royale Ch",3083.43,7,0.5000,-1665.05
US-2015-150630,2015-09-17,2015-09-21,STANDARD CLASS,TB-21520,Tracy Blumstein,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140,EAST,OFF-BI-10000474,OFFICE SUPPLIES,BINDERS,Avery Recycled Flexi-View Covers for Binding Syste,9.62,2,0.7000,-7.05
US-2015-150630,2015-09-17,2015-09-21,STANDARD CLASS,TB-21520,Tracy Blumstein,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140,EAST,FUR-FU-10004848,FURNITURE,FURNISHINGS,"Howard Miller 13-3/4"" Diameter Brushed Chrome Roun",124.20,3,0.2000,15.53
US-2015-150630,2015-09-17,2015-09-21,STANDARD CLASS,TB-21520,Tracy Blumstein,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140,EAST,OFF-EN-10001509,OFFICE SUPPLIES,ENVELOPES,Poly String Tie Envelopes,3.26,2,0.2000,1.10
US-2015-150630,2015-09-17,2015-09-21,STANDARD CLASS,TB-21520,Tracy Blumstein,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140,EAST,OFF-AR-10004042,OFFICE SUPPLIES,ART,"BOSTON Model 1800 Electric Pencil Sharpeners, Putt",86.30,6,0.2000,9.71
US-2015-150630,2015-09-17,2015-09-21,STANDARD CLASS,TB-21520,Tracy Blumstein,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140,EAST,OFF-BI-10001525,OFFICE SUPPLIES,BINDERS,"Acco Pressboard Covers with Storage Hooks, 14 7/8""",6.86,6,0.7000,-5.72
US-2015-150630,2015-09-17,2015-09-21,STANDARD CLASS,TB-21520,Tracy Blumstein,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140,EAST,OFF-AR-10001683,OFFICE SUPPLIES,ART,Lumber Crayons,15.76,2,0.2000,3.55
CA-2017-107727,2017-10-19,2017-10-23,SECOND CLASS,MA-17560,Matt Abelman,HOME OFFICE,UNITED STATES,HOUSTON,TEXAS,77095,CENTRAL,OFF-PA-10000249,OFFICE SUPPLIES,PAPER,Easy-staple paper,29.47,3,0.2000,9.95
CA-2016-117590,2016-12-08,2016-12-10,FIRST CLASS,GH-14485,Gene Hale,CORPORATE,UNITED STATES,RICHARDSON,TEXAS,75080,CENTRAL,TEC-PH-10004977,TECHNOLOGY,PHONES,GE 30524EE4,1097.54,7,0.2000,123.47
CA-2016-117590,2016-12-08,2016-12-10,FIRST CLASS,GH-14485,Gene Hale,CORPORATE,UNITED STATES,RICHARDSON,TEXAS,75080,CENTRAL,FUR-FU-10003664,FURNITURE,FURNISHINGS,"Electrix Architect's Clamp-On Swing Arm Lamp, Blac",190.92,5,0.6000,-147.96
CA-2015-117415,2015-12-27,2015-12-31,STANDARD CLASS,SN-20710,Steve Nguyen,HOME OFFICE,UNITED STATES,HOUSTON,TEXAS,77041,CENTRAL,OFF-EN-10002986,OFFICE SUPPLIES,ENVELOPES,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelope",113.33,9,0.2000,35.42
CA-2015-117415,2015-12-27,2015-12-31,STANDARD CLASS,SN-20710,Steve Nguyen,HOME OFFICE,UNITED STATES,HOUSTON,TEXAS,77041,CENTRAL,FUR-BO-10002545,FURNITURE,BOOKCASES,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom C",532.40,3,0.3200,-46.98
CA-2015-117415,2015-12-27,2015-12-31,STANDARD CLASS,SN-20710,Steve Nguyen,HOME OFFICE,UNITED STATES,HOUSTON,TEXAS,77041,CENTRAL,FUR-CH-10004218,FURNITURE,CHAIRS,"Global Fabric Manager's Chair, Dark Gray",212.06,3,0.3000,-15.15
CA-2015-117415,2015-12-27,2015-12-31,STANDARD CLASS,SN-20710,Steve Nguyen,HOME OFFICE,UNITED STATES,HOUSTON,TEXAS,77041,CENTRAL,TEC-PH-10000486,TECHNOLOGY,PHONES,Plantronics HL10 Handset Lifter,371.17,4,0.2000,41.76
CA-2017-120999,2017-09-10,2017-09-15,STANDARD CLASS,LC-16930,Linda Cazamias,CORPORATE,UNITED STATES,NAPERVILLE,ILLINOIS,60540,CENTRAL,TEC-PH-10004093,TECHNOLOGY,PHONES,Panasonic Kx-TS550,147.17,4,0.2000,16.56
CA-2016-101343,2016-07-17,2016-07-22,STANDARD CLASS,RA-19885,Ruben Ausman,CORPORATE,UNITED STATES,LOS ANGELES,CALIFORNIA,90049,WEST,OFF-ST-10003479,OFFICE SUPPLIES,STORAGE,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0000,3.89
CA-2017-139619,2017-09-19,2017-09-23,STANDARD CLASS,ES-14080,Erin Smith,CORPORATE,UNITED STATES,MELBOURNE,FLORIDA,32935,SOUTH,OFF-ST-10003282,OFFICE SUPPLIES,STORAGE,"Advantus 10-Drawer Portable Organizer, Chrome Meta",95.62,2,0.2000,9.56
CA-2016-118255,2016-03-11,2016-03-13,FIRST CLASS,ON-18715,Odella Nelson,CORPORATE,UNITED STATES,EAGAN,MINNESOTA,55122,CENTRAL,TEC-AC-10000171,TECHNOLOGY,ACCESSORIES,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable ",45.98,2,0.0000,19.77
CA-2016-118255,2016-03-11,2016-03-13,FIRST CLASS,ON-18715,Odella Nelson,CORPORATE,UNITED STATES,EAGAN,MINNESOTA,55122,CENTRAL,OFF-BI-10003291,OFFICE SUPPLIES,BINDERS,Wilson Jones Leather-Like Binders with DublLock Ro,17.46,2,0.0000,8.21
CA-2014-146703,2014-10-20,2014-10-25,SECOND CLASS,PO-18865,Patrick O'Donnell,CONSUMER,UNITED STATES,WESTLAND,MICHIGAN,48185,CENTRAL,OFF-ST-10001713,OFFICE SUPPLIES,STORAGE,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4",211.96,4,0.0000,8.48
CA-2016-169194,2016-06-20,2016-06-25,STANDARD CLASS,LH-16900,Lena Hernandez,CONSUMER,UNITED STATES,DOVER,DELAWARE,19901,EAST,TEC-AC-10002167,TECHNOLOGY,ACCESSORIES,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.00,3,0.0000,4.95
CA-2016-169194,2016-06-20,2016-06-25,STANDARD CLASS,LH-16900,Lena Hernandez,CONSUMER,UNITED STATES,DOVER,DELAWARE,19901,EAST,TEC-PH-10003988,TECHNOLOGY,PHONES,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf St",21.80,2,0.0000,6.10
CA-2015-115742,2015-04-18,2015-04-22,STANDARD CLASS,DP-13000,Darren Powers,CONSUMER,UNITED STATES,NEW ALBANY,INDIANA,47150,CENTRAL,OFF-BI-10004410,OFFICE SUPPLIES,BINDERS,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x",38.22,6,0.0000,17.96
CA-2015-115742,2015-04-18,2015-04-22,STANDARD CLASS,DP-13000,Darren Powers,CONSUMER,UNITED STATES,NEW ALBANY,INDIANA,47150,CENTRAL,OFF-LA-10002762,OFFICE SUPPLIES,LABELS,Avery 485,75.18,6,0.0000,35.33
CA-2015-115742,2015-04-18,2015-04-22,STANDARD CLASS,DP-13000,Darren Powers,CONSUMER,UNITED STATES,NEW ALBANY,INDIANA,47150,CENTRAL,FUR-FU-10001706,FURNITURE,FURNISHINGS,Longer-Life Soft White Bulbs,6.16,2,0.0000,2.96
CA-2015-115742,2015-04-18,2015-04-22,STANDARD CLASS,DP-13000,Darren Powers,CONSUMER,UNITED STATES,NEW ALBANY,INDIANA,47150,CENTRAL,FUR-CH-10003061,FURNITURE,CHAIRS,"Global Leather Task Chair, Black",89.99,1,0.0000,17.10
CA-2016-105816,2016-12-11,2016-12-17,STANDARD CLASS,JM-15265,Janet Molinari,CORPORATE,UNITED STATES,NEW YORK CITY,NEW YORK,10024,EAST,OFF-FA-10000304,OFFICE SUPPLIES,FASTENERS,Advantus Push Pins,15.26,7,0.0000,6.26
CA-2016-105816,2016-12-11,2016-12-17,STANDARD CLASS,JM-15265,Janet Molinari,CORPORATE,UNITED STATES,NEW YORK CITY,NEW YORK,10024,EAST,TEC-PH-10002447,TECHNOLOGY,PHONES,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0000,298.69
CA-2016-111682,2016-06-17,2016-06-18,FIRST CLASS,TB-21055,Ted Butterfield,CONSUMER,UNITED STATES,TROY,NEW YORK,12180,EAST,OFF-ST-10000604,OFFICE SUPPLIES,STORAGE,Home/Office Personal File Carts,208.56,6,0.0000,52.14
CA-2016-111682,2016-06-17,2016-06-18,FIRST CLASS,TB-21055,Ted Butterfield,CONSUMER,UNITED STATES,TROY,NEW YORK,12180,EAST,OFF-PA-10001569,OFFICE SUPPLIES,PAPER,Xerox 232,32.40,5,0.0000,15.55
CA-2016-111682,2016-06-17,2016-06-18,FIRST CLASS,TB-21055,Ted Butterfield,CONSUMER,UNITED STATES,TROY,NEW YORK,12180,EAST,FUR-CH-10003968,FURNITURE,CHAIRS,Novimex Turbo Task Chair,319.41,5,0.1000,7.10
CA-2016-111682,2016-06-17,2016-06-18,FIRST CLASS,TB-21055,Ted Butterfield,CONSUMER,UNITED STATES,TROY,NEW YORK,12180,EAST,OFF-PA-10000587,OFFICE SUPPLIES,PAPER,"Array Parchment Paper, Assorted Colors",14.56,2,0.0000,6.99
CA-2016-111682,2016-06-17,2016-06-18,FIRST CLASS,TB-21055,Ted Butterfield,CONSUMER,UNITED STATES,TROY,NEW YORK,12180,EAST,TEC-AC-10002167,TECHNOLOGY,ACCESSORIES,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.00,2,0.0000,3.30
CA-2016-111682,2016-06-17,2016-06-18,FIRST CLASS,TB-21055,Ted Butterfield,CONSUMER,UNITED STATES,TROY,NEW YORK,12180,EAST,OFF-BI-10001460,OFFICE SUPPLIES,BINDERS,Plastic Binding Combs,48.48,4,0.2000,16.36
CA-2016-111682,2016-06-17,2016-06-18,FIRST CLASS,TB-21055,Ted Butterfield,CONSUMER,UNITED STATES,TROY,NEW YORK,12180,EAST,OFF-AR-10001868,OFFICE SUPPLIES,ART,Prang Dustless Chalk Sticks,1.68,1,0.0000,0.84
CA-2015-135545,2015-11-24,2015-11-30,STANDARD CLASS,KM-16720,Kunst Miller,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90004,WEST,TEC-AC-10004633,TECHNOLOGY,ACCESSORIES,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable ",13.98,2,0.0000,6.15
CA-2015-135545,2015-11-24,2015-11-30,STANDARD CLASS,KM-16720,Kunst Miller,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90004,WEST,OFF-BI-10001078,OFFICE SUPPLIES,BINDERS,"Acco PRESSTEX Data Binder with Storage Hooks, Dark",25.82,6,0.2000,9.36
CA-2015-135545,2015-11-24,2015-11-30,STANDARD CLASS,KM-16720,Kunst Miller,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90004,WEST,OFF-PA-10003892,OFFICE SUPPLIES,PAPER,Xerox 1943,146.73,3,0.0000,68.96
CA-2015-135545,2015-11-24,2015-11-30,STANDARD CLASS,KM-16720,Kunst Miller,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90004,WEST,FUR-FU-10000397,FURNITURE,FURNISHINGS,Luxo Economy Swing Arm Lamp,79.76,4,0.0000,22.33
US-2015-164175,2015-04-30,2015-05-05,STANDARD CLASS,PS-18970,Paul Stevenson,HOME OFFICE,UNITED STATES,CHICAGO,ILLINOIS,60610,CENTRAL,FUR-CH-10001146,FURNITURE,CHAIRS,"Global Value Mid-Back Manager's Chair, Gray",213.12,5,0.3000,-15.22
CA-2014-106376,2014-12-05,2014-12-10,STANDARD CLASS,BS-11590,Brendan Sweed,CORPORATE,UNITED STATES,GILBERT,ARIZONA,85234,WEST,OFF-AR-10002671,OFFICE SUPPLIES,ART,Hunt BOSTON Model 1606 High-Volume Electric Pencil,1113.02,8,0.2000,111.30
CA-2014-106376,2014-12-05,2014-12-10,STANDARD CLASS,BS-11590,Brendan Sweed,CORPORATE,UNITED STATES,GILBERT,ARIZONA,85234,WEST,TEC-PH-10002726,TECHNOLOGY,PHONES,netTALK DUO VoIP Telephone Service,167.97,4,0.2000,62.99
CA-2016-119823,2016-06-04,2016-06-06,FIRST CLASS,KD-16270,Karen Daniels,CONSUMER,UNITED STATES,SPRINGFIELD,VIRGINIA,22153,SOUTH,OFF-PA-10000482,OFFICE SUPPLIES,PAPER,Snap-A-Way Black Print Carbonless Ruled Speed Lett,75.88,2,0.0000,35.66
CA-2016-106075,2016-09-18,2016-09-23,STANDARD CLASS,HM-14980,Henry MacAllister,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10009,EAST,OFF-BI-10004654,OFFICE SUPPLIES,BINDERS,Avery Binding System Hidden Tab Executive Style In,4.62,1,0.2000,1.73
CA-2017-114440,2017-09-14,2017-09-17,SECOND CLASS,TB-21520,Tracy Blumstein,CONSUMER,UNITED STATES,JACKSON,MICHIGAN,49201,CENTRAL,OFF-PA-10004675,OFFICE SUPPLIES,PAPER,"Telephone Message Books with Fax/Mobile Section, 5",19.05,3,0.0000,8.76
US-2015-134026,2015-04-26,2015-05-02,STANDARD CLASS,JE-15745,Joel Eaton,CONSUMER,UNITED STATES,MEMPHIS,TENNESSEE,38109,SOUTH,FUR-CH-10000513,FURNITURE,CHAIRS,High-Back Leather Manager's Chair,831.94,8,0.2000,-114.39
US-2015-134026,2015-04-26,2015-05-02,STANDARD CLASS,JE-15745,Joel Eaton,CONSUMER,UNITED STATES,MEMPHIS,TENNESSEE,38109,SOUTH,FUR-FU-10003708,FURNITURE,FURNISHINGS,Tenex Traditional Chairmats for Medium Pile Carpet,97.04,2,0.2000,1.21
US-2015-134026,2015-04-26,2015-05-02,STANDARD CLASS,JE-15745,Joel Eaton,CONSUMER,UNITED STATES,MEMPHIS,TENNESSEE,38109,SOUTH,OFF-ST-10004123,OFFICE SUPPLIES,STORAGE,Safco Industrial Wire Shelving System,72.78,1,0.2000,-18.20
US-2017-118038,2017-12-09,2017-12-11,FIRST CLASS,KB-16600,Ken Brennan,CORPORATE,UNITED STATES,HOUSTON,TEXAS,77041,CENTRAL,OFF-BI-10004182,OFFICE SUPPLIES,BINDERS,Economy Binders,1.25,3,0.8000,-1.93
US-2017-118038,2017-12-09,2017-12-11,FIRST CLASS,KB-16600,Ken Brennan,CORPORATE,UNITED STATES,HOUSTON,TEXAS,77041,CENTRAL,FUR-FU-10000260,FURNITURE,FURNISHINGS,"6"" Cubicle Wall Clock, Black",9.71,3,0.6000,-5.82
US-2017-118038,2017-12-09,2017-12-11,FIRST CLASS,KB-16600,Ken Brennan,CORPORATE,UNITED STATES,HOUSTON,TEXAS,77041,CENTRAL,OFF-ST-10000615,OFFICE SUPPLIES,STORAGE,"SimpliFile Personal File, Black Granite, 15w x 6-1",27.24,3,0.2000,2.72
US-2014-147606,2014-11-26,2014-12-01,SECOND CLASS,JE-15745,Joel Eaton,CONSUMER,UNITED STATES,HOUSTON,TEXAS,77070,CENTRAL,FUR-FU-10003194,FURNITURE,FURNISHINGS,"Eldon Expressions Desk Accessory, Wood Pencil Hold",19.30,5,0.6000,-14.48
CA-2016-127208,2016-06-12,2016-06-15,FIRST CLASS,SC-20770,Stewart Carmichael,CORPORATE,UNITED STATES,DECATUR,ALABAMA,35601,SOUTH,OFF-AP-10002118,OFFICE SUPPLIES,APPLIANCES,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0000,56.20
CA-2016-127208,2016-06-12,2016-06-15,FIRST CLASS,SC-20770,Stewart Carmichael,CORPORATE,UNITED STATES,DECATUR,ALABAMA,35601,SOUTH,OFF-BI-10002309,OFFICE SUPPLIES,BINDERS,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0000,8.04
CA-2014-139451,2014-10-12,2014-10-16,STANDARD CLASS,DN-13690,Duane Noonan,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94122,WEST,OFF-AR-10002053,OFFICE SUPPLIES,ART,"Premium Writing Pencils, Soft, #2 by Central Assoc",14.90,5,0.0000,4.17
CA-2014-139451,2014-10-12,2014-10-16,STANDARD CLASS,DN-13690,Duane Noonan,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94122,WEST,OFF-ST-10002370,OFFICE SUPPLIES,STORAGE,"Sortfiler Multipurpose Personal File Organizer, Bl",21.39,1,0.0000,6.20
CA-2015-149734,2015-09-03,2015-09-08,STANDARD CLASS,JC-16105,Julie Creighton,CORPORATE,UNITED STATES,DURHAM,NORTH CAROLINA,27707,SOUTH,OFF-EN-10000927,OFFICE SUPPLIES,ENVELOPES,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,7,0.2000,62.81
US-2017-119662,2017-11-13,2017-11-16,FIRST CLASS,CS-12400,Christopher Schild,HOME OFFICE,UNITED STATES,CHICAGO,ILLINOIS,60623,CENTRAL,OFF-ST-10003656,OFFICE SUPPLIES,STORAGE,Safco Industrial Wire Shelving,230.38,3,0.2000,-48.95
CA-2017-140088,2017-05-28,2017-05-30,SECOND CLASS,PO-18865,Patrick O'Donnell,CONSUMER,UNITED STATES,COLUMBIA,SOUTH CAROLINA,29203,SOUTH,FUR-CH-10000863,FURNITURE,CHAIRS,Novimex Swivel Fabric Task Chair,301.96,2,0.0000,33.22
CA-2017-155558,2017-10-26,2017-11-02,STANDARD CLASS,PG-18895,Paul Gonzalez,CONSUMER,UNITED STATES,ROCHESTER,MINNESOTA,55901,CENTRAL,TEC-AC-10001998,TECHNOLOGY,ACCESSORIES,Logitech LS21 Speaker System - PC Multimedia - 2.1,19.99,1,0.0000,6.80
CA-2017-155558,2017-10-26,2017-11-02,STANDARD CLASS,PG-18895,Paul Gonzalez,CONSUMER,UNITED STATES,ROCHESTER,MINNESOTA,55901,CENTRAL,OFF-LA-10000134,OFFICE SUPPLIES,LABELS,Avery 511,6.16,2,0.0000,2.96
CA-2016-159695,2016-04-05,2016-04-10,SECOND CLASS,GM-14455,Gary Mitchum,HOME OFFICE,UNITED STATES,HOUSTON,TEXAS,77095,CENTRAL,OFF-ST-10003442,OFFICE SUPPLIES,STORAGE,Eldon Portable Mobile Manager,158.37,7,0.2000,13.86
CA-2016-109806,2016-09-17,2016-09-22,STANDARD CLASS,JS-15685,Jim Sink,CORPORATE,UNITED STATES,LOS ANGELES,CALIFORNIA,90036,WEST,OFF-AR-10004930,OFFICE SUPPLIES,ART,Turquoise Lead Holder with Pocket Clip,20.10,3,0.0000,6.63
CA-2016-109806,2016-09-17,2016-09-22,STANDARD CLASS,JS-15685,Jim Sink,CORPORATE,UNITED STATES,LOS ANGELES,CALIFORNIA,90036,WEST,TEC-PH-10004093,TECHNOLOGY,PHONES,Panasonic Kx-TS550,73.58,2,0.2000,8.28
CA-2016-109806,2016-09-17,2016-09-22,STANDARD CLASS,JS-15685,Jim Sink,CORPORATE,UNITED STATES,LOS ANGELES,CALIFORNIA,90036,WEST,OFF-PA-10000304,OFFICE SUPPLIES,PAPER,Xerox 1995,6.48,1,0.0000,3.11
